Berry Phase Accumulation Data
===========================

Final Berry Phases:
State 0: 0.00000000
State 1: 3.14159265
State 2: 3.14159265
State 3: 0.00000000

Accumulated Berry Phases vs Theta:
Theta (degrees)	State 0	State 1	State 2	State 3
25.95	0.00000000	0.00000000	0.00000000	0.00000000	
26.31	0.00000000	0.00000000	0.00000000	0.00000000	
26.67	0.00000000	0.00000000	0.00000000	0.00000000	
27.03	0.00000000	0.00000000	0.00000000	0.00000000	
27.39	0.00000000	0.00000000	0.00000000	0.00000000	
27.75	0.00000000	0.00000000	0.00000000	0.00000000	
28.11	0.00000000	0.00000000	0.00000000	0.00000000	
28.47	0.00000000	0.00000000	0.00000000	0.00000000	
28.83	0.00000000	0.00000000	0.00000000	0.00000000	
29.19	0.00000000	0.00000000	0.00000000	0.00000000	
29.55	0.00000000	0.00000000	0.00000000	0.00000000	
29.91	0.00000000	0.00000000	0.00000000	0.00000000	
30.27	0.00000000	3.14159265	0.00000000	0.00000000	
30.63	0.00000000	3.14159265	0.00000000	0.00000000	
30.99	0.00000000	3.14159265	0.00000000	0.00000000	
31.35	0.00000000	3.14159265	0.00000000	0.00000000	
31.71	0.00000000	3.14159265	0.00000000	0.00000000	
32.07	0.00000000	3.14159265	0.00000000	0.00000000	
32.43	0.00000000	3.14159265	0.00000000	0.00000000	
32.79	0.00000000	3.14159265	0.00000000	0.00000000	
33.15	0.00000000	3.14159265	0.00000000	0.00000000	
33.51	0.00000000	3.14159265	0.00000000	0.00000000	
33.87	0.00000000	3.14159265	0.00000000	0.00000000	
34.23	0.00000000	3.14159265	0.00000000	0.00000000	
34.59	0.00000000	3.14159265	0.00000000	0.00000000	
34.95	0.00000000	3.14159265	0.00000000	0.00000000	
35.32	0.00000000	3.14159265	0.00000000	0.00000000	
35.68	0.00000000	3.14159265	0.00000000	0.00000000	
36.04	0.00000000	3.14159265	0.00000000	0.00000000	
36.40	0.00000000	3.14159265	0.00000000	0.00000000	
36.76	0.00000000	3.14159265	0.00000000	0.00000000	
37.12	0.00000000	3.14159265	0.00000000	0.00000000	
37.48	0.00000000	3.14159265	0.00000000	0.00000000	
37.84	0.00000000	3.14159265	0.00000000	0.00000000	
38.20	0.00000000	3.14159265	0.00000000	0.00000000	
38.56	0.00000000	3.14159265	0.00000000	0.00000000	
38.92	0.00000000	3.14159265	0.00000000	0.00000000	
39.28	0.00000000	3.14159265	0.00000000	0.00000000	
39.64	0.00000000	3.14159265	0.00000000	0.00000000	
40.00	0.00000000	3.14159265	0.00000000	0.00000000	
40.36	0.00000000	3.14159265	0.00000000	0.00000000	
40.72	0.00000000	3.14159265	0.00000000	0.00000000	
41.08	0.00000000	3.14159265	0.00000000	0.00000000	
41.44	0.00000000	3.14159265	0.00000000	0.00000000	
41.80	0.00000000	3.14159265	0.00000000	0.00000000	
42.16	0.00000000	3.14159265	0.00000000	0.00000000	
42.52	0.00000000	3.14159265	0.00000000	0.00000000	
42.88	0.00000000	3.14159265	0.00000000	0.00000000	
43.24	0.00000000	3.14159265	0.00000000	0.00000000	
43.60	0.00000000	3.14159265	0.00000000	0.00000000	
43.96	0.00000000	3.14159265	0.00000000	0.00000000	
44.32	0.00000000	3.14159265	0.00000000	0.00000000	
44.68	0.00000000	3.14159265	0.00000000	0.00000000	
45.05	0.00000000	3.14159265	0.00000000	0.00000000	
45.41	0.00000000	3.14159265	0.00000000	0.00000000	
45.77	0.00000000	3.14159265	0.00000000	0.00000000	
46.13	0.00000000	3.14159265	0.00000000	0.00000000	
46.49	0.00000000	3.14159265	0.00000000	0.00000000	
46.85	0.00000000	3.14159265	0.00000000	0.00000000	
47.21	0.00000000	3.14159265	0.00000000	0.00000000	
47.57	0.00000000	3.14159265	0.00000000	0.00000000	
47.93	0.00000000	3.14159265	0.00000000	0.00000000	
48.29	0.00000000	3.14159265	0.00000000	0.00000000	
48.65	0.00000000	3.14159265	0.00000000	0.00000000	
49.01	0.00000000	3.14159265	0.00000000	0.00000000	
49.37	0.00000000	3.14159265	0.00000000	0.00000000	
49.73	0.00000000	3.14159265	0.00000000	0.00000000	
50.09	0.00000000	3.14159265	0.00000000	0.00000000	
50.45	0.00000000	3.14159265	0.00000000	0.00000000	
50.81	0.00000000	3.14159265	0.00000000	0.00000000	
51.17	0.00000000	3.14159265	0.00000000	0.00000000	
51.53	0.00000000	3.14159265	0.00000000	0.00000000	
51.89	0.00000000	3.14159265	0.00000000	0.00000000	
52.25	0.00000000	3.14159265	0.00000000	0.00000000	
52.61	0.00000000	3.14159265	0.00000000	0.00000000	
52.97	0.00000000	3.14159265	0.00000000	0.00000000	
53.33	0.00000000	3.14159265	0.00000000	0.00000000	
53.69	0.00000000	3.14159265	0.00000000	0.00000000	
54.05	0.00000000	3.14159265	0.00000000	0.00000000	
54.41	0.00000000	3.14159265	0.00000000	0.00000000	
54.77	0.00000000	3.14159265	0.00000000	0.00000000	
55.14	0.00000000	3.14159265	0.00000000	0.00000000	
55.50	0.00000000	3.14159265	0.00000000	0.00000000	
55.86	0.00000000	3.14159265	0.00000000	0.00000000	
56.22	0.00000000	3.14159265	0.00000000	0.00000000	
56.58	0.00000000	3.14159265	0.00000000	0.00000000	
56.94	0.00000000	3.14159265	0.00000000	0.00000000	
57.30	0.00000000	3.14159265	0.00000000	0.00000000	
57.66	0.00000000	3.14159265	0.00000000	0.00000000	
58.02	0.00000000	3.14159265	0.00000000	0.00000000	
58.38	0.00000000	3.14159265	0.00000000	0.00000000	
58.74	0.00000000	3.14159265	0.00000000	0.00000000	
59.10	0.00000000	3.14159265	0.00000000	0.00000000	
59.46	0.00000000	3.14159265	0.00000000	0.00000000	
59.82	0.00000000	3.14159265	0.00000000	0.00000000	
60.18	0.00000000	3.14159265	0.00000000	0.00000000	
60.54	0.00000000	3.14159265	0.00000000	0.00000000	
60.90	0.00000000	3.14159265	0.00000000	0.00000000	
61.26	0.00000000	3.14159265	0.00000000	0.00000000	
61.62	0.00000000	3.14159265	0.00000000	0.00000000	
61.98	0.00000000	3.14159265	0.00000000	0.00000000	
62.34	0.00000000	3.14159265	0.00000000	0.00000000	
62.70	0.00000000	3.14159265	0.00000000	0.00000000	
63.06	0.00000000	3.14159265	0.00000000	0.00000000	
63.42	0.00000000	3.14159265	0.00000000	0.00000000	
63.78	0.00000000	3.14159265	0.00000000	0.00000000	
64.14	0.00000000	3.14159265	0.00000000	0.00000000	
64.50	0.00000000	3.14159265	0.00000000	0.00000000	
64.86	0.00000000	3.14159265	0.00000000	0.00000000	
65.23	0.00000000	3.14159265	0.00000000	0.00000000	
65.59	0.00000000	3.14159265	0.00000000	0.00000000	
65.95	0.00000000	3.14159265	0.00000000	0.00000000	
66.31	0.00000000	3.14159265	0.00000000	0.00000000	
66.67	0.00000000	3.14159265	0.00000000	0.00000000	
67.03	0.00000000	3.14159265	0.00000000	0.00000000	
67.39	0.00000000	3.14159265	0.00000000	0.00000000	
67.75	0.00000000	3.14159265	0.00000000	0.00000000	
68.11	0.00000000	3.14159265	0.00000000	0.00000000	
68.47	0.00000000	3.14159265	0.00000000	0.00000000	
68.83	0.00000000	3.14159265	0.00000000	0.00000000	
69.19	0.00000000	3.14159265	0.00000000	0.00000000	
69.55	0.00000000	3.14159265	0.00000000	0.00000000	
69.91	0.00000000	3.14159265	0.00000000	0.00000000	
70.27	0.00000000	3.14159265	0.00000000	0.00000000	
70.63	0.00000000	3.14159265	0.00000000	0.00000000	
70.99	0.00000000	3.14159265	0.00000000	0.00000000	
71.35	0.00000000	3.14159265	0.00000000	0.00000000	
71.71	0.00000000	3.14159265	0.00000000	0.00000000	
72.07	0.00000000	3.14159265	0.00000000	0.00000000	
72.43	0.00000000	3.14159265	0.00000000	0.00000000	
72.79	0.00000000	3.14159265	0.00000000	0.00000000	
73.15	0.00000000	3.14159265	0.00000000	0.00000000	
73.51	0.00000000	3.14159265	0.00000000	0.00000000	
73.87	0.00000000	3.14159265	0.00000000	0.00000000	
74.23	0.00000000	3.14159265	0.00000000	0.00000000	
74.59	0.00000000	3.14159265	0.00000000	0.00000000	
74.95	0.00000000	3.14159265	0.00000000	0.00000000	
75.32	0.00000000	3.14159265	0.00000000	0.00000000	
75.68	0.00000000	3.14159265	0.00000000	0.00000000	
76.04	0.00000000	3.14159265	0.00000000	0.00000000	
76.40	0.00000000	3.14159265	0.00000000	0.00000000	
76.76	0.00000000	3.14159265	0.00000000	0.00000000	
77.12	0.00000000	3.14159265	0.00000000	0.00000000	
77.48	0.00000000	3.14159265	0.00000000	0.00000000	
77.84	0.00000000	3.14159265	0.00000000	0.00000000	
78.20	0.00000000	3.14159265	0.00000000	0.00000000	
78.56	0.00000000	3.14159265	0.00000000	0.00000000	
78.92	0.00000000	3.14159265	0.00000000	0.00000000	
79.28	0.00000000	3.14159265	0.00000000	0.00000000	
79.64	0.00000000	3.14159265	0.00000000	0.00000000	
80.00	0.00000000	3.14159265	0.00000000	0.00000000	
80.36	0.00000000	3.14159265	0.00000000	0.00000000	
80.72	0.00000000	3.14159265	0.00000000	0.00000000	
81.08	0.00000000	3.14159265	0.00000000	0.00000000	
81.44	0.00000000	3.14159265	0.00000000	0.00000000	
81.80	0.00000000	3.14159265	0.00000000	0.00000000	
82.16	0.00000000	3.14159265	0.00000000	0.00000000	
82.52	0.00000000	3.14159265	0.00000000	0.00000000	
82.88	0.00000000	3.14159265	0.00000000	0.00000000	
83.24	0.00000000	3.14159265	0.00000000	0.00000000	
83.60	0.00000000	3.14159265	0.00000000	0.00000000	
83.96	0.00000000	3.14159265	0.00000000	0.00000000	
84.32	0.00000000	3.14159265	0.00000000	0.00000000	
84.68	0.00000000	3.14159265	0.00000000	0.00000000	
85.05	0.00000000	3.14159265	0.00000000	0.00000000	
85.41	0.00000000	3.14159265	0.00000000	0.00000000	
85.77	0.00000000	3.14159265	0.00000000	0.00000000	
86.13	0.00000000	3.14159265	0.00000000	0.00000000	
86.49	0.00000000	3.14159265	0.00000000	0.00000000	
86.85	0.00000000	3.14159265	0.00000000	0.00000000	
87.21	0.00000000	3.14159265	0.00000000	0.00000000	
87.57	0.00000000	3.14159265	0.00000000	0.00000000	
87.93	0.00000000	3.14159265	0.00000000	0.00000000	
88.29	0.00000000	3.14159265	0.00000000	0.00000000	
88.65	0.00000000	3.14159265	0.00000000	0.00000000	
89.01	0.00000000	3.14159265	0.00000000	0.00000000	
89.37	0.00000000	3.14159265	0.00000000	0.00000000	
89.73	0.00000000	3.14159265	0.00000000	0.00000000	
90.09	0.00000000	3.14159265	3.14159265	0.00000000	
90.45	0.00000000	3.14159265	3.14159265	0.00000000	
90.81	0.00000000	3.14159265	3.14159265	0.00000000	
91.17	0.00000000	3.14159265	3.14159265	0.00000000	
91.53	0.00000000	3.14159265	3.14159265	0.00000000	
91.89	0.00000000	3.14159265	3.14159265	0.00000000	
92.25	0.00000000	3.14159265	3.14159265	0.00000000	
92.61	0.00000000	3.14159265	3.14159265	0.00000000	
92.97	0.00000000	3.14159265	3.14159265	0.00000000	
93.33	0.00000000	3.14159265	3.14159265	0.00000000	
93.69	0.00000000	3.14159265	3.14159265	0.00000000	
94.05	0.00000000	3.14159265	3.14159265	0.00000000	
94.41	0.00000000	3.14159265	3.14159265	0.00000000	
94.77	0.00000000	3.14159265	3.14159265	0.00000000	
95.14	0.00000000	3.14159265	3.14159265	0.00000000	
95.50	0.00000000	3.14159265	3.14159265	0.00000000	
95.86	0.00000000	3.14159265	3.14159265	0.00000000	
96.22	0.00000000	3.14159265	3.14159265	0.00000000	
96.58	0.00000000	3.14159265	3.14159265	0.00000000	
96.94	0.00000000	3.14159265	3.14159265	0.00000000	
97.30	0.00000000	3.14159265	3.14159265	0.00000000	
97.66	0.00000000	3.14159265	3.14159265	0.00000000	
98.02	0.00000000	3.14159265	3.14159265	0.00000000	
98.38	0.00000000	3.14159265	3.14159265	0.00000000	
98.74	0.00000000	3.14159265	3.14159265	0.00000000	
99.10	0.00000000	3.14159265	3.14159265	0.00000000	
99.46	0.00000000	3.14159265	3.14159265	0.00000000	
99.82	0.00000000	3.14159265	3.14159265	0.00000000	
100.18	0.00000000	3.14159265	3.14159265	0.00000000	
100.54	0.00000000	3.14159265	3.14159265	0.00000000	
100.90	0.00000000	3.14159265	3.14159265	0.00000000	
101.26	0.00000000	3.14159265	3.14159265	0.00000000	
101.62	0.00000000	3.14159265	3.14159265	0.00000000	
101.98	0.00000000	3.14159265	3.14159265	0.00000000	
102.34	0.00000000	3.14159265	3.14159265	0.00000000	
102.70	0.00000000	3.14159265	3.14159265	0.00000000	
103.06	0.00000000	3.14159265	3.14159265	0.00000000	
103.42	0.00000000	3.14159265	3.14159265	0.00000000	
103.78	0.00000000	3.14159265	3.14159265	0.00000000	
104.14	0.00000000	3.14159265	3.14159265	0.00000000	
104.50	0.00000000	3.14159265	3.14159265	0.00000000	
104.86	0.00000000	3.14159265	3.14159265	0.00000000	
105.23	0.00000000	3.14159265	3.14159265	0.00000000	
105.59	0.00000000	3.14159265	3.14159265	0.00000000	
105.95	0.00000000	3.14159265	3.14159265	0.00000000	
106.31	0.00000000	3.14159265	3.14159265	0.00000000	
106.67	0.00000000	3.14159265	3.14159265	0.00000000	
107.03	0.00000000	3.14159265	3.14159265	0.00000000	
107.39	0.00000000	3.14159265	3.14159265	0.00000000	
107.75	0.00000000	3.14159265	3.14159265	0.00000000	
108.11	0.00000000	3.14159265	3.14159265	0.00000000	
108.47	0.00000000	3.14159265	3.14159265	0.00000000	
108.83	0.00000000	3.14159265	3.14159265	0.00000000	
109.19	0.00000000	3.14159265	3.14159265	0.00000000	
109.55	0.00000000	3.14159265	3.14159265	0.00000000	
109.91	0.00000000	3.14159265	3.14159265	0.00000000	
110.27	0.00000000	3.14159265	3.14159265	0.00000000	
110.63	0.00000000	3.14159265	3.14159265	0.00000000	
110.99	0.00000000	3.14159265	3.14159265	0.00000000	
111.35	0.00000000	3.14159265	3.14159265	0.00000000	
111.71	0.00000000	3.14159265	3.14159265	0.00000000	
112.07	0.00000000	3.14159265	3.14159265	0.00000000	
112.43	0.00000000	3.14159265	3.14159265	0.00000000	
112.79	0.00000000	3.14159265	3.14159265	0.00000000	
113.15	0.00000000	3.14159265	3.14159265	0.00000000	
113.51	0.00000000	3.14159265	3.14159265	0.00000000	
113.87	0.00000000	3.14159265	3.14159265	0.00000000	
114.23	0.00000000	3.14159265	3.14159265	0.00000000	
114.59	0.00000000	3.14159265	3.14159265	0.00000000	
114.95	0.00000000	3.14159265	3.14159265	0.00000000	
115.32	0.00000000	3.14159265	3.14159265	0.00000000	
115.68	0.00000000	3.14159265	3.14159265	0.00000000	
116.04	0.00000000	3.14159265	3.14159265	0.00000000	
116.40	0.00000000	3.14159265	3.14159265	0.00000000	
116.76	0.00000000	3.14159265	3.14159265	0.00000000	
117.12	0.00000000	3.14159265	3.14159265	0.00000000	
117.48	0.00000000	3.14159265	3.14159265	0.00000000	
117.84	0.00000000	3.14159265	3.14159265	0.00000000	
118.20	0.00000000	3.14159265	3.14159265	0.00000000	
118.56	0.00000000	3.14159265	3.14159265	0.00000000	
118.92	0.00000000	3.14159265	3.14159265	0.00000000	
119.28	0.00000000	3.14159265	3.14159265	0.00000000	
119.64	0.00000000	3.14159265	3.14159265	0.00000000	
120.00	0.00000000	3.14159265	3.14159265	0.00000000	
120.36	0.00000000	3.14159265	3.14159265	0.00000000	
120.72	0.00000000	3.14159265	3.14159265	0.00000000	
121.08	0.00000000	3.14159265	3.14159265	0.00000000	
121.44	0.00000000	3.14159265	3.14159265	0.00000000	
121.80	0.00000000	3.14159265	3.14159265	0.00000000	
122.16	0.00000000	3.14159265	3.14159265	0.00000000	
122.52	0.00000000	3.14159265	3.14159265	0.00000000	
122.88	0.00000000	3.14159265	3.14159265	0.00000000	
123.24	0.00000000	3.14159265	3.14159265	0.00000000	
123.60	0.00000000	3.14159265	3.14159265	0.00000000	
123.96	0.00000000	3.14159265	3.14159265	0.00000000	
124.32	0.00000000	3.14159265	3.14159265	0.00000000	
124.68	0.00000000	3.14159265	3.14159265	0.00000000	
125.05	0.00000000	3.14159265	3.14159265	0.00000000	
125.41	0.00000000	3.14159265	3.14159265	0.00000000	
125.77	0.00000000	3.14159265	3.14159265	0.00000000	
126.13	0.00000000	3.14159265	3.14159265	0.00000000	
126.49	0.00000000	3.14159265	3.14159265	0.00000000	
126.85	0.00000000	3.14159265	3.14159265	0.00000000	
127.21	0.00000000	3.14159265	3.14159265	0.00000000	
127.57	0.00000000	3.14159265	3.14159265	0.00000000	
127.93	0.00000000	3.14159265	3.14159265	0.00000000	
128.29	0.00000000	3.14159265	3.14159265	0.00000000	
128.65	0.00000000	3.14159265	3.14159265	0.00000000	
129.01	0.00000000	3.14159265	3.14159265	0.00000000	
129.37	0.00000000	3.14159265	3.14159265	0.00000000	
129.73	0.00000000	3.14159265	3.14159265	0.00000000	
130.09	0.00000000	3.14159265	3.14159265	0.00000000	
130.45	0.00000000	3.14159265	3.14159265	0.00000000	
130.81	0.00000000	3.14159265	3.14159265	0.00000000	
131.17	0.00000000	3.14159265	3.14159265	0.00000000	
131.53	0.00000000	3.14159265	3.14159265	0.00000000	
131.89	0.00000000	3.14159265	3.14159265	0.00000000	
132.25	0.00000000	3.14159265	3.14159265	0.00000000	
132.61	0.00000000	3.14159265	3.14159265	0.00000000	
132.97	0.00000000	3.14159265	3.14159265	0.00000000	
133.33	0.00000000	3.14159265	3.14159265	0.00000000	
133.69	0.00000000	3.14159265	3.14159265	0.00000000	
134.05	0.00000000	3.14159265	3.14159265	0.00000000	
134.41	0.00000000	3.14159265	3.14159265	0.00000000	
134.77	0.00000000	3.14159265	3.14159265	0.00000000	
135.14	0.00000000	6.28318531	6.28318531	0.00000000	
135.50	0.00000000	6.28318531	6.28318531	0.00000000	
135.86	0.00000000	6.28318531	6.28318531	0.00000000	
136.22	0.00000000	6.28318531	6.28318531	0.00000000	
136.58	0.00000000	6.28318531	6.28318531	0.00000000	
136.94	0.00000000	6.28318531	6.28318531	0.00000000	
137.30	0.00000000	6.28318531	6.28318531	0.00000000	
137.66	0.00000000	6.28318531	6.28318531	0.00000000	
138.02	0.00000000	6.28318531	6.28318531	0.00000000	
138.38	0.00000000	6.28318531	6.28318531	0.00000000	
138.74	0.00000000	6.28318531	6.28318531	0.00000000	
139.10	0.00000000	6.28318531	6.28318531	0.00000000	
139.46	0.00000000	6.28318531	6.28318531	0.00000000	
139.82	0.00000000	6.28318531	6.28318531	0.00000000	
140.18	0.00000000	6.28318531	6.28318531	0.00000000	
140.54	0.00000000	6.28318531	6.28318531	0.00000000	
140.90	0.00000000	6.28318531	6.28318531	0.00000000	
141.26	0.00000000	6.28318531	6.28318531	0.00000000	
141.62	0.00000000	6.28318531	6.28318531	0.00000000	
141.98	0.00000000	6.28318531	6.28318531	0.00000000	
142.34	0.00000000	6.28318531	6.28318531	0.00000000	
142.70	0.00000000	6.28318531	6.28318531	0.00000000	
143.06	0.00000000	6.28318531	6.28318531	0.00000000	
143.42	0.00000000	6.28318531	6.28318531	0.00000000	
143.78	0.00000000	6.28318531	6.28318531	0.00000000	
144.14	0.00000000	6.28318531	6.28318531	0.00000000	
144.50	0.00000000	6.28318531	6.28318531	0.00000000	
144.86	0.00000000	6.28318531	6.28318531	0.00000000	
145.23	0.00000000	6.28318531	6.28318531	0.00000000	
145.59	0.00000000	6.28318531	6.28318531	0.00000000	
145.95	0.00000000	6.28318531	6.28318531	0.00000000	
146.31	0.00000000	6.28318531	6.28318531	0.00000000	
146.67	0.00000000	6.28318531	6.28318531	0.00000000	
147.03	0.00000000	6.28318531	6.28318531	0.00000000	
147.39	0.00000000	6.28318531	6.28318531	0.00000000	
147.75	0.00000000	6.28318531	6.28318531	0.00000000	
148.11	0.00000000	6.28318531	6.28318531	0.00000000	
148.47	0.00000000	6.28318531	6.28318531	0.00000000	
148.83	0.00000000	6.28318531	6.28318531	0.00000000	
149.19	0.00000000	6.28318531	6.28318531	0.00000000	
149.55	0.00000000	6.28318531	6.28318531	0.00000000	
149.91	0.00000000	6.28318531	6.28318531	0.00000000	
150.27	0.00000000	9.42477796	6.28318531	0.00000000	
150.63	0.00000000	9.42477796	6.28318531	0.00000000	
150.99	0.00000000	9.42477796	6.28318531	0.00000000	
151.35	0.00000000	9.42477796	6.28318531	0.00000000	
151.71	0.00000000	9.42477796	6.28318531	0.00000000	
152.07	0.00000000	9.42477796	6.28318531	0.00000000	
152.43	0.00000000	9.42477796	6.28318531	0.00000000	
152.79	0.00000000	9.42477796	6.28318531	0.00000000	
153.15	0.00000000	9.42477796	6.28318531	0.00000000	
153.51	0.00000000	9.42477796	6.28318531	0.00000000	
153.87	0.00000000	9.42477796	6.28318531	0.00000000	
154.23	0.00000000	9.42477796	6.28318531	0.00000000	
154.59	0.00000000	9.42477796	6.28318531	0.00000000	
154.95	0.00000000	9.42477796	6.28318531	0.00000000	
155.32	0.00000000	9.42477796	6.28318531	0.00000000	
155.68	0.00000000	9.42477796	6.28318531	0.00000000	
156.04	0.00000000	9.42477796	6.28318531	0.00000000	
156.40	0.00000000	9.42477796	6.28318531	0.00000000	
156.76	0.00000000	9.42477796	6.28318531	0.00000000	
157.12	0.00000000	9.42477796	6.28318531	0.00000000	
157.48	0.00000000	9.42477796	6.28318531	0.00000000	
157.84	0.00000000	9.42477796	6.28318531	0.00000000	
158.20	0.00000000	9.42477796	6.28318531	0.00000000	
158.56	0.00000000	9.42477796	6.28318531	0.00000000	
158.92	0.00000000	9.42477796	6.28318531	0.00000000	
159.28	0.00000000	9.42477796	6.28318531	0.00000000	
159.64	0.00000000	9.42477796	6.28318531	0.00000000	
160.00	0.00000000	9.42477796	6.28318531	0.00000000	
160.36	0.00000000	9.42477796	6.28318531	0.00000000	
160.72	0.00000000	9.42477796	6.28318531	0.00000000	
161.08	0.00000000	9.42477796	6.28318531	0.00000000	
161.44	0.00000000	9.42477796	6.28318531	0.00000000	
161.80	0.00000000	9.42477796	6.28318531	0.00000000	
162.16	0.00000000	9.42477796	6.28318531	0.00000000	
162.52	0.00000000	9.42477796	6.28318531	0.00000000	
162.88	0.00000000	9.42477796	6.28318531	0.00000000	
163.24	0.00000000	9.42477796	6.28318531	0.00000000	
163.60	0.00000000	9.42477796	6.28318531	0.00000000	
163.96	0.00000000	9.42477796	6.28318531	0.00000000	
164.32	0.00000000	9.42477796	6.28318531	0.00000000	
164.68	0.00000000	9.42477796	6.28318531	0.00000000	
165.05	0.00000000	9.42477796	6.28318531	0.00000000	
165.41	0.00000000	9.42477796	6.28318531	0.00000000	
165.77	0.00000000	9.42477796	6.28318531	0.00000000	
166.13	0.00000000	9.42477796	6.28318531	0.00000000	
166.49	0.00000000	9.42477796	6.28318531	0.00000000	
166.85	0.00000000	9.42477796	6.28318531	0.00000000	
167.21	0.00000000	9.42477796	6.28318531	0.00000000	
167.57	0.00000000	9.42477796	6.28318531	0.00000000	
167.93	0.00000000	9.42477796	6.28318531	0.00000000	
168.29	0.00000000	9.42477796	6.28318531	0.00000000	
168.65	0.00000000	9.42477796	6.28318531	0.00000000	
169.01	0.00000000	9.42477796	6.28318531	0.00000000	
169.37	0.00000000	9.42477796	6.28318531	0.00000000	
169.73	0.00000000	9.42477796	6.28318531	0.00000000	
170.09	0.00000000	9.42477796	6.28318531	0.00000000	
170.45	0.00000000	9.42477796	6.28318531	0.00000000	
